1.
 id  |       name       | age | team | games | points 
 136 | Tyreke Evans        |  22 | SAC  |    63 |   1037
 187 | James Harden        |  22 | OKC  |    62 |   1044
 114 | DeMar DeRozan       |  22 | TOR  |    63 |   1054
 311 | Paul Millsap        |  26 | UTA  |    64 |   1061
 444 | John Wall           |  21 | WAS  |    66 |   1076
 440 | Dwyane Wade         |  30 | MIA  |    49 |   1082
 344 | Tony Parker         |  29 | SAS  |    60 |   1095
 217 | Dwight Howard       |  26 | ORL  |    54 |   1113
 234 | Antawn Jamison      |  35 | CLE  |    65 |   1118
  74 | Andrew Bynum        |  24 | LAL  |    60 |   1123
 161 | Pau Gasol           |  31 | LAL  |    65 |   1129
 249 | Joe Johnson         |  30 | ATL  |    60 |   1129
 271 | David Lee           |  28 | GSW  |    57 |   1147
 460 | Deron Williams      |  27 | NJN  |    55 |   1154
 175 | Danny Granger       |  28 | IND  |    62 |   1159
  96 | DeMarcus Cousins    |  21 | SAC  |    64 |   1160
 235 | Al Jefferson        |  27 | UTA  |    61 |   1170
 353 | Paul Pierce         |  34 | BOS  |    61 |   1181
 347 | Chris Paul          |  26 | LAC  |    60 |   1189
   6 | LaMarcus Aldridge   |  26 | POR  |    55 |   1191
 162 | Rudy Gay            |  25 | MEM  |    65 |   1232
 398 | Josh Smith          |  26 | ATL  |    66 |   1239
  17 | Carmelo Anthony     |  27 | NYK  |    55 |   1245
 239 | Brandon Jennings    |  22 | MIL  |    66 |   1260
 332 | Dirk Nowitzki       |  33 | DAL  |    62 |   1342
 181 | Blake Griffin       |  22 | LAC  |    66 |   1368
 282 | Kevin Love          |  23 | MIN  |    55 |   1432
 455 | Russell Westbrook   |  23 | OKC  |    66 |   1558
  67 | Kobe Bryant         |  33 | LAL  |    58 |   1616
 232 | LeBron James        |  27 | MIA  |    62 |   1683
 125 | Kevin Durant        |  23 | OKC  |    66 |   1850
(478 rows)

4.
       name        | ppg 
-------------------+-----
 Kevin Durant      |  28
 Kobe Bryant       |  27
 LeBron James      |  27
 Kevin Love        |  26
 Russell Westbrook |  23
 Dwyane Wade       |  22
 Carmelo Anthony   |  22
 Monta Ellis       |  21
 LaMarcus Aldridge |  21
 Derrick Rose      |  21
 Dirk Nowitzki     |  21
 Blake Griffin     |  20
 Deron Williams    |  20
 Dwight Howard     |  20
 David Lee         |  20
 Eric Gordon       |  20
 Andrea Bargnani   |  19
 Al Jefferson      |  19
 Paul Pierce       |  19
 Chris Paul        |  19
(20 rows)

5.
       avg_age       
---------------------
 26.6443514644351464
(1 row)

6.
 team |       avg_age       
------+---------------------
 OKC  | 25.4000000000000000
(1 row)

7.
 avg_age_more_than_40_games 
----------------------------
        26.4561403508771930
(1 row)

8.
 team | team_points 
------+-------------
 OKC  |        6704
 DEN  |        6667
 SAS  |        6561
 PHO  |        6492
 UTA  |        6482
 MIN  |        6464
 NYK  |        6458
 MIA  |        6455
 ATL  |        6369
 SAC  |        6359
 CHI  |        6359
 DAL  |        6322
 HOU  |        6321
 MEM  |        6260
 IND  |        6253
 LAC  |        6224
 GSW  |        6200
 ORL  |        6170
 PHI  |        6140
 CLE  |        6097
 LAL  |        6090
 MIL  |        6035
 BOS  |        6009
 POR  |        6005
 DET  |        5997
 WAS  |        5971
 TOR  |        5887
 NJN  |        5856
 NOH  |        5820
 CHA  |        5739
(30 rows)

B1.
 age |      avg_ppg       
-----+--------------------
  39 | 6.5000000000000000
  38 | 3.5000000000000000
  37 | 4.8000000000000000
  36 | 4.8333333333333333
  35 | 6.9285714285714286
  34 | 8.8333333333333333
  33 | 6.6250000000000000
  32 | 6.0555555555555556
  31 | 6.4117647058823529
  30 | 8.0500000000000000
  29 | 7.2903225806451613
  28 | 8.3181818181818182
  27 | 9.1818181818181818
  26 | 9.7906976744186047
  25 | 6.7021276595744681
  24 | 6.6326530612244898
  23 | 8.3921568627450980
  22 | 6.3750000000000000
  21 | 7.0000000000000000
  20 | 6.3000000000000000
  19 | 7.7500000000000000
(21 rows)

B2.
 team | high_scorers 
------+--------------
 POR  |            5
 DEN  |            5
 LAC  |            4
 NJN  |            3
 LAL  |            3
 HOU  |            3
 MIL  |            3
 GSW  |            3
 OKC  |            3
 SAC  |            3
 MIA  |            3
 NOH  |            3
 CHI  |            3
 NYK  |            3
 BOS  |            3
 WAS  |            3
 TOR  |            2
 DAL  |            2
 CLE  |            2
 ORL  |            2
 PHI  |            2
 UTA  |            2
 DET  |            2
 CHA  |            2
 MIN  |            2
 MEM  |            2
 ATL  |            2
 SAS  |            2
 IND  |            1
 PHO  |            1
(30 rows)
